"","velocidad_recomendada","severidad","fatales","festivos","iluminación","lesiones_menores","carretera","lesiones_graves","limite_velocidad","clima"
"296239",25,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Lluvia ligera"
"296256",75,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"296288",70,"Accidente leve",0,"Navidad y Año Nuevo","Soleado",2,"Asfalto",0,100,"Buen clima"
"296366",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"296367",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"296429",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"296454",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"296458",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"296470",50,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",3,100,"Buen clima"
"296471",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"296573",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"296583",50,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"296590",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,80,"Buen clima"
"296625",70,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"296651",40,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"296688",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"296705",65,"Accidente grave",0,"No festivo","Nublado",1,"Asfalto",1,100,"Buen clima"
"296710",25,"Accidente leve",0,"Pascua","Oscuro",1,"Asfalto",0,100,"Buen clima"
"296717",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"296743",20,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"296755",30,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,50,"Buen clima"
"296782",85,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"296871",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"296878",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"296890",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"296913",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"296960",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Niebla"
"296980",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,70,"Lluvia ligera"
"297002",65,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"297016",65,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Lluvia ligera"
"297101",55,"Accidente grave",0,"No festivo","Nublado",1,"Asfalto",1,80,"Lluvia ligera"
"297170",30,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Niebla"
"297177",35,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"297181",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia intensa"
"297220",65,"Accidente leve",0,"Fin de semana del Trabajo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"297229",45,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,50,"Lluvia intensa"
"297245",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"297331",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia ligera"
"297335",65,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"297341",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"297355",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"297444",85,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"297454",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"297465",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"297507",65,"Accidente fatal",1,"Navidad y Año Nuevo","Soleado",1,"Asfalto",1,100,"Buen clima"
"297570",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"297618",85,"Accidente grave",0,"No festivo","Nublado",1,"Asfalto",1,100,"Buen clima"
"297634",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"297664",35,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Oscuro",0,"Asfalto",0,100,"Buen clima"
"297670",85,"Accidente leve",0,"No festivo","Soleado",2,"Asfalto",0,100,"Buen clima"
"297703",65,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,80,"Buen clima"
"297708",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"297856",55,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"297884",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"297983",65,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Buen clima"
"298097",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"298108",55,"Accidente leve",0,"No festivo","Amanecer o atardecer",1,"Asfalto",0,100,"Buen clima"
"298124",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"298144",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"298157",70,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"298209",35,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"298223",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"298281",30,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Sin Asfalto",0,100,"Buen clima"
"298288",20,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"298294",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Nieve"
"298352",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"298354",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"298392",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"298393",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"298404",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"298419",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"298477",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,70,"Lluvia ligera"
"298511",40,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"298552",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"298610",30,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Sin Asfalto",0,80,"Buen clima"
"298669",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"298674",25,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"298708",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"298736",50,"Accidente leve",0,"Navidad y Año Nuevo","Oscuro",2,"Asfalto",0,100,"Buen clima"
"298745",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"298802",45,"Accidente sin lesiones",0,"Pascua","Oscuro",0,"Asfalto",0,100,"Buen clima"
"298936",85,"Accidente grave",0,"No festivo","Nublado",3,"Asfalto",1,100,"Lluvia ligera"
"298986",75,"Accidente grave",0,"No festivo","Soleado",1,"Asfalto",1,100,"Buen clima"
"299018",65,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Lluvia ligera"
"299042",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia intensa"
"299102",25,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Lluvia ligera"
"299108",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"299198",35,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"299253",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"299269",20,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"299277",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia intensa"
"299313",45,"Accidente grave",0,"No festivo","Nublado",1,"Asfalto",1,100,"Buen clima"
"299345",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"299360",50,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"299492",30,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Lluvia ligera"
"299529",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"299533",40,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"299702",65,"Accidente leve",0,"No festivo","Nublado",3,"Asfalto",0,100,"Lluvia ligera"
"299806",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"299815",50,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"299824",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia intensa"
"299830",30,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"299835",85,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"299861",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia intensa"
"299881",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Niebla"
"299952",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"299987",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"300006",30,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"300072",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"300102",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"300152",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"300178",65,"Accidente leve",0,"No festivo","Soleado",3,"Asfalto",0,100,"Buen clima"
"300192",85,"Accidente leve",0,"No festivo","Nublado",3,"Asfalto",0,100,"Buen clima"
"300194",45,"Accidente grave",0,"No festivo","Nublado",3,"Asfalto",1,100,"Lluvia intensa"
"300200",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,70,"Lluvia intensa"
"300201",35,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,50,"Niebla"
"300217",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"300265",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"300277",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"300283",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"300289",45,"Accidente fatal",1,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"300298",70,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"300325",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"300347",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"300349",30,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"300350",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia intensa"
"300395",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"300477",50,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,70,"Buen clima"
"300481",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"300618",80,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"300797",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"300869",30,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"300877",80,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"300883",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"300933",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"300938",65,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Buen clima"
"301041",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"301046",25,"Accidente leve",0,"No festivo","Oscuro",3,"Asfalto",0,100,"Lluvia intensa"
"301050",70,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"301053",70,"Accidente grave",0,"No festivo","Soleado",1,"Asfalto",1,80,"Buen clima"
"301076",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"301250",65,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"301257",30,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,50,"Buen clima"
"301264",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,80,"Buen clima"
"301273",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Nieve"
"301314",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"301356",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"301444",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"301507",65,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Lluvia ligera"
"301513",55,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"301534",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"301560",45,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Buen clima"
"301568",55,"Accidente sin lesiones",0,"Pascua","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"301615",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Niebla"
"301652",55,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"301671",80,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"301684",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"301744",35,"Accidente leve",0,"No festivo","Nublado",3,"Asfalto",0,100,"Nieve"
"301756",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Sin Asfalto",0,100,"Buen clima"
"301870",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"301909",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Niebla"
"301962",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"301965",45,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"302005",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,70,"Lluvia ligera"
"302023",65,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Lluvia ligera"
"302060",85,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Buen clima"
"302068",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"302076",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"302230",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"302237",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"302323",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"302335",75,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"302350",80,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"302358",30,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"302391",65,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",2,100,"Buen clima"
"302401",75,"Accidente leve",0,"Navidad y Año Nuevo","Soleado",1,"Asfalto",0,100,"Buen clima"
"302412",15,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"302571",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"302580",90,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"302594",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"302651",30,"Accidente sin lesiones",0,"Pascua","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"302653",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,70,"Nieve"
"302666",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"302708",50,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Sin Asfalto",0,100,"Buen clima"
"302796",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"302813",35,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,70,"Lluvia ligera"
"302833",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"302872",20,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,50,"Buen clima"
"302912",65,"Accidente leve",0,"No festivo","Amanecer o atardecer",3,"Asfalto",0,100,"Lluvia ligera"
"302914",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"302919",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"302965",20,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"302969",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"303030",90,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"303032",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"303067",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"303106",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"303183",55,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",2,100,"Buen clima"
"303231",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"303261",60,"Accidente leve",0,"No festivo","Soleado",2,"Sin Asfalto",0,100,"Buen clima"
"303280",45,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"303330",15,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"303345",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"303364",65,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"303372",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"303403",30,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"303453",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"303463",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"303501",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"303530",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"303577",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"303579",55,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"303596",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"303636",45,"Accidente leve",0,"No festivo","Oscuro",2,"Asfalto",0,100,"Lluvia intensa"
"303638",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"303693",45,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Lluvia ligera"
"303982",55,"Accidente leve",0,"Cumpleaños de la Reina","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"304084",75,"Accidente fatal",1,"Fin de semana del Trabajo","Nublado",0,"Asfalto",2,100,"Buen clima"
"304086",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Lluvia intensa"
"304193",45,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Lluvia ligera"
"304320",80,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"304339",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"304348",15,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"304349",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Nieve"
"304411",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,70,"Buen clima"
"304468",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"304480",30,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"304505",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
